"&lt;p>&lt;/p>&lt;p>&lt;span style=""font-size:11.0pt;line-height:115%"">Given xml
fragment code&lt;/span>&lt;/p>

&lt;p>&lt;span style=""font-size:11.0pt;line-height:115%"">&lt;Resource
name=""DS007"" type=""javax.sql.DataSource""
auth=""Container"" driverClassName=""com.microsoft.sqlserver.jdbc.SQLServerDriver""
url=""jdbc:sqlserver://localhost:1433;databaseName=Sinhvien2K17;instanceName=SQL2017""
username=""sa"" password=""trongkhanh""/&gt;&lt;/span>&lt;/p>

&lt;span style=""font-size:11.0pt;line-height:115%;font-family:&quot;Times New Roman&quot;,serif;
mso-fareast-font-family:Calibri;mso-ansi-language:EN-US;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA"">Where should above code put?&lt;/span>&lt;br>&lt;p>&lt;/p>",None of the others
"&lt;p>&lt;/p>&lt;p>&lt;span style=""font-size:11.0pt;line-height:115%"">Given xml
fragment code&lt;/span>&lt;/p>

&lt;p>&lt;span style=""font-size:11.0pt;line-height:115%"">&lt;Resource
name=""DS007"" type=""javax.sql.DataSource""
auth=""Container"" driverClassName=""com.microsoft.sqlserver.jdbc.SQLServerDriver""
url=""jdbc:sqlserver://localhost:1433;databaseName=Sinhvien2K17;instanceName=SQL2017""
username=""sa"" password=""trongkhanh""/&gt;&lt;/span>&lt;/p>

&lt;span style=""font-size:11.0pt;line-height:115%;font-family:&quot;Times New Roman&quot;,serif;
mso-fareast-font-family:Calibri;mso-ansi-language:EN-US;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA"">Where should above code put?&lt;/span>&lt;br>&lt;p>&lt;/p>",context.xml file
"&lt;p>&lt;/p>&lt;p>&lt;span style=""font-size:11.0pt;line-height:115%"">Given xml
fragment code&lt;/span>&lt;/p>

&lt;p>&lt;span style=""font-size:11.0pt;line-height:115%"">&lt;Resource
name=""DS007"" type=""javax.sql.DataSource""
auth=""Container"" driverClassName=""com.microsoft.sqlserver.jdbc.SQLServerDriver""
url=""jdbc:sqlserver://localhost:1433;databaseName=Sinhvien2K17;instanceName=SQL2017""
username=""sa"" password=""trongkhanh""/&gt;&lt;/span>&lt;/p>

&lt;span style=""font-size:11.0pt;line-height:115%;font-family:&quot;Times New Roman&quot;,serif;
mso-fareast-font-family:Calibri;mso-ansi-language:EN-US;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA"">Where should above code put?&lt;/span>&lt;br>&lt;p>&lt;/p>",web deployment descriptor file
"&lt;p>&lt;/p>&lt;p>&lt;span style=""font-size:11.0pt;line-height:115%"">Given xml
fragment code&lt;/span>&lt;/p>

&lt;p>&lt;span style=""font-size:11.0pt;line-height:115%"">&lt;Resource
name=""DS007"" type=""javax.sql.DataSource""
auth=""Container"" driverClassName=""com.microsoft.sqlserver.jdbc.SQLServerDriver""
url=""jdbc:sqlserver://localhost:1433;databaseName=Sinhvien2K17;instanceName=SQL2017""
username=""sa"" password=""trongkhanh""/&gt;&lt;/span>&lt;/p>

&lt;span style=""font-size:11.0pt;line-height:115%;font-family:&quot;Times New Roman&quot;,serif;
mso-fareast-font-family:Calibri;mso-ansi-language:EN-US;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA"">Where should above code put?&lt;/span>&lt;br>&lt;p>&lt;/p>",In JSP file that uses DB in progress
"&lt;p>&lt;/p>&lt;p>&lt;span style=""font-size:11.0pt;line-height:115%"">Given xml
fragment code&lt;/span>&lt;/p>

&lt;p>&lt;span style=""font-size:11.0pt;line-height:115%"">&lt;Resource
name=""DS007"" type=""javax.sql.DataSource""
auth=""Container"" driverClassName=""com.microsoft.sqlserver.jdbc.SQLServerDriver""
url=""jdbc:sqlserver://localhost:1433;databaseName=Sinhvien2K17;instanceName=SQL2017""
username=""sa"" password=""trongkhanh""/&gt;&lt;/span>&lt;/p>

&lt;span style=""font-size:11.0pt;line-height:115%;font-family:&quot;Times New Roman&quot;,serif;
mso-fareast-font-family:Calibri;mso-ansi-language:EN-US;mso-fareast-language:
EN-US;mso-bidi-language:AR-SA"">Where should above code put?&lt;/span>&lt;br>&lt;p>&lt;/p>",None of the others
"Which differences between Context Initialization Parameter and Config
Initialization Parameter are?","Context Initialization Parameter is initialized when the application is
deploying but Config Initialization Parameter is initialized when servlet is
load into memory"
"Which differences between Context Initialization Parameter and Config
Initialization Parameter are?","Context Initialization Parameter is initialized after servlet is load
into memory but Config Initialization Parameter is initialized when application
is deployed"
"Which differences between Context Initialization Parameter and Config
Initialization Parameter are?","Context Initialization Parameter is initialized when the user requests
application at the first time but Config Initialization Parameter is
initialized when application is deployed"
"Which differences between Context Initialization Parameter and Config
Initialization Parameter are?",None of the others
"Which differences between Context Initialization Parameter and Config
Initialization Parameter are?","Context Initialization Parameter is initialized when the application is
deploying but Config Initialization Parameter is initialized when servlet is
load into memory"
"Which differences between Context Initialization Parameter and Config
Initialization Parameter are?","Context Initialization Parameter is initialized after servlet is load
into memory but Config Initialization Parameter is initialized when application
is deployed"
"Which differences between Context Initialization Parameter and Config
Initialization Parameter are?","Context Initialization Parameter is initialized when the user requests
application at the first time but Config Initialization Parameter is
initialized when application is deployed"
"Which differences between Context Initialization Parameter and Config
Initialization Parameter are?",None of the others
"&lt;p>&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;&#10;line-height:115%;font-family:""Times New Roman"",serif;mso-fareast-font-family:&#10;Calibri;mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:&#10;AR-SA'>Which methods in session tracking are used to store information in
server side?","&lt;p>&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;&#10;line-height:115%;font-family:""Times New Roman"",serif;mso-fareast-font-family:&#10;Calibri;mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:&#10;AR-SA'>Http Session"
"&lt;p>&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;&#10;line-height:115%;font-family:""Times New Roman"",serif;mso-fareast-font-family:&#10;Calibri;mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:&#10;AR-SA'>Which methods in session tracking are used to store information in
server side?","&lt;p>&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;&#10;line-height:115%;font-family:""Times New Roman"",serif;mso-fareast-font-family:&#10;Calibri;mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:&#10;AR-SA'>Hidden Form Fields"
"&lt;p>&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;&#10;line-height:115%;font-family:""Times New Roman"",serif;mso-fareast-font-family:&#10;Calibri;mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:&#10;AR-SA'>Which methods in session tracking are used to store information in
server side?","&lt;p>&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;&#10;line-height:115%;font-family:""Times New Roman"",serif;mso-fareast-font-family:&#10;Calibri;mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:&#10;AR-SA'>Cookies"
"&lt;p>&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;&#10;line-height:115%;font-family:""Times New Roman"",serif;mso-fareast-font-family:&#10;Calibri;mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:&#10;AR-SA'>Which methods in session tracking are used to store information in
server side?","&lt;p>&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;&#10;line-height:115%;font-family:""Times New Roman"",serif;mso-fareast-font-family:&#10;Calibri;mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:&#10;AR-SA'>None of the others"
"&lt;p>&lt;p style=""text-align:justify"">&lt;span style='font-family:""Times New Roman"",serif'>Given:&lt;/span>&lt;/p>

&lt;p style=""text-align:justify"">&lt;span style='font-family:""Times New Roman"",serif'>${2
+ “2”} = \${2 + 2}&lt;/span>&lt;/p>

&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;line-height:115%;&#10;font-family:""Times New Roman"",serif;mso-fareast-font-family:Calibri;mso-ansi-language:&#10;EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA'>Which result is
correct?","&lt;p>&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;&#10;line-height:115%;font-family:""Times New Roman"",serif;mso-fareast-font-family:&#10;Calibri;mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:&#10;AR-SA'>4 = ${2 + 2}"
"&lt;p>&lt;p style=""text-align:justify"">&lt;span style='font-family:""Times New Roman"",serif'>Given:&lt;/span>&lt;/p>

&lt;p style=""text-align:justify"">&lt;span style='font-family:""Times New Roman"",serif'>${2
+ “2”} = \${2 + 2}&lt;/span>&lt;/p>

&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;line-height:115%;&#10;font-family:""Times New Roman"",serif;mso-fareast-font-family:Calibri;mso-ansi-language:&#10;EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA'>Which result is
correct?","&lt;p>&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;&#10;line-height:115%;font-family:""Times New Roman"",serif;mso-fareast-font-family:&#10;Calibri;mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:&#10;AR-SA'>${2 + “2”} = ${2 + 2}"
"&lt;p>&lt;p style=""text-align:justify"">&lt;span style='font-family:""Times New Roman"",serif'>Given:&lt;/span>&lt;/p>

&lt;p style=""text-align:justify"">&lt;span style='font-family:""Times New Roman"",serif'>${2
+ “2”} = \${2 + 2}&lt;/span>&lt;/p>

&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;line-height:115%;&#10;font-family:""Times New Roman"",serif;mso-fareast-font-family:Calibri;mso-ansi-language:&#10;EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA'>Which result is
correct?","&lt;p>&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;&#10;line-height:115%;font-family:""Times New Roman"",serif;mso-fareast-font-family:&#10;Calibri;mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:&#10;AR-SA'>${2 + “2”} = 4"
"&lt;p>&lt;p style=""text-align:justify"">&lt;span style='font-family:""Times New Roman"",serif'>Given:&lt;/span>&lt;/p>

&lt;p style=""text-align:justify"">&lt;span style='font-family:""Times New Roman"",serif'>${2
+ “2”} = \${2 + 2}&lt;/span>&lt;/p>

&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;line-height:115%;&#10;font-family:""Times New Roman"",serif;mso-fareast-font-family:Calibri;mso-ansi-language:&#10;EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA'>Which result is
correct?","&lt;p>&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;&#10;line-height:115%;font-family:""Times New Roman"",serif;mso-fareast-font-family:&#10;Calibri;mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:&#10;AR-SA'>None of the others "
"&lt;p>&lt;p style=""text-align:justify"">&lt;span style='font-family:""Times New Roman"",serif'>Given:&lt;/span>&lt;/p>

&lt;p style=""text-align:justify"">&lt;span style='font-family:""Times New Roman"",serif'>${2
+ “2”} = \${2 + 2}&lt;/span>&lt;/p>

&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;line-height:115%;&#10;font-family:""Times New Roman"",serif;mso-fareast-font-family:Calibri;mso-ansi-language:&#10;EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA'>Which result is
correct?","&lt;p>&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;&#10;line-height:115%;font-family:""Times New Roman"",serif;mso-fareast-font-family:&#10;Calibri;mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:&#10;AR-SA'>4 = ${2 + 2}"
"&lt;p>&lt;p style=""text-align:justify"">&lt;span style='font-family:""Times New Roman"",serif'>Given:&lt;/span>&lt;/p>

&lt;p style=""text-align:justify"">&lt;span style='font-family:""Times New Roman"",serif'>${2
+ “2”} = \${2 + 2}&lt;/span>&lt;/p>

&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;line-height:115%;&#10;font-family:""Times New Roman"",serif;mso-fareast-font-family:Calibri;mso-ansi-language:&#10;EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA'>Which result is
correct?","&lt;p>&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;&#10;line-height:115%;font-family:""Times New Roman"",serif;mso-fareast-font-family:&#10;Calibri;mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:&#10;AR-SA'>${2 + “2”} = ${2 + 2}"
"&lt;p>&lt;p style=""text-align:justify"">&lt;span style='font-family:""Times New Roman"",serif'>Given:&lt;/span>&lt;/p>

&lt;p style=""text-align:justify"">&lt;span style='font-family:""Times New Roman"",serif'>${2
+ “2”} = \${2 + 2}&lt;/span>&lt;/p>

&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;line-height:115%;&#10;font-family:""Times New Roman"",serif;mso-fareast-font-family:Calibri;mso-ansi-language:&#10;EN-US;mso-fareast-language:EN-US;mso-bidi-language:AR-SA'>Which result is
correct?","&lt;p>&lt;span style='font-size:12.0pt;mso-bidi-font-size:11.0pt;&#10;line-height:115%;font-family:""Times New Roman"",serif;mso-fareast-font-family:&#10;Calibri;mso-ansi-language:EN-US;mso-fareast-language:EN-US;mso-bidi-language:&#10;AR-SA'>${2 + “2”} = 4"
